column,line,subline,item,amount,month
ASSET,10,2,Other financial assets,101084375,2018-10-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-10-01
ASSET,10,3,Sundry,1395460278,2018-10-01
LIABILITY,13,5,Other special reserves,1305571,2018-10-01
ASSET,1,NA,Gold and gold receivables,4914566115,2018-11-01
LIABILITY,1,NA,Banknotes in circulation,31977086275,2018-11-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),696373545,2018-11-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),774345432,2018-11-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1709675180,2018-11-01
LIABILITY,2,2,Deposit facility,3150000000,2018-11-01
LIABILITY,2,3,Fixed-term deposits,0,2018-11-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,338205440,2018-11-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2018-11-01
LIABILITY,2,5,Deposits related to margin calls,112000000,2018-11-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2018-11-01
ASSET,4,1,Balances with banks security investments and loans,522008,2018-11-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2018-11-01
LIABILITY,4,1,General government,27175825990,2018-11-01
LIABILITY,4,2,Other liabilities,1674976995,2018-11-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2488545261,2018-11-01
ASSET,5,1,Main refinancing operations,656000000,2018-11-01
ASSET,5,2,Longer-term refinancing operations,8605000000,2018-11-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,709002599,2018-11-01
ASSET,5,3,Fine-tuning reverse operations,0,2018-11-01
ASSET,5,4,Structural reverse operations,0,2018-11-01
ASSET,5,5,Marginal lending facility,255000000,2018-11-01
ASSET,5,6,Credits related to margin calls,0,2018-11-01
LIABILITY,7,1,Deposits and other liabilities,2502,2018-11-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2018-11-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,2710448263,2018-11-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2018-11-01
ASSET,7,1,Securities held for monetary policy purposes,64739620967,2018-11-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11648339594,2018-11-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2018-11-01
ASSET,8,NA,General government long-term debt denominated in euro,5281019046,2018-11-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2018-11-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),28857224297,2018-11-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2018-11-01
LIABILITY,10,NA,Other liabilities,897931929,2018-11-01
ASSET,9,1,Participating interest in the ECB,564765496,2018-11-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2018-11-01
LIABILITY,11,NA,Provisions,7602637573,2018-11-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,3779368960,2018-11-01
LIABILITY,12,NA,Revaluation accounts,3176404444,2018-11-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2018-11-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2018-11-01
LIABILITY,13,1,Capital,111243362,2018-11-01
LIABILITY,13,2,Ordinary reserve,111243362,2018-11-01
ASSET,10,1,Tangible and intangible fixed assets,559420175,2018-11-01
LIABILITY,13,3,Extraordinary reserve,84500000,2018-11-01
ASSET,10,2,Other financial assets,100994242,2018-11-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2018-11-01
ASSET,10,3,Sundry,1452140374,2018-11-01
LIABILITY,13,5,Other special reserves,1306201,2018-11-01
ASSET,1,NA,Gold and gold receivables,5391986204,2019-01-01
LIABILITY,1,NA,Banknotes in circulation,27617812450,2019-01-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),702267928,2019-01-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2059202503,2019-01-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1573545443,2019-01-01
LIABILITY,2,2,Deposit facility,3475000000,2019-01-01
LIABILITY,2,3,Fixed-term deposits,0,2019-01-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,495575061,2019-01-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2019-01-01
LIABILITY,2,5,Deposits related to margin calls,159000000,2019-01-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2019-01-01
ASSET,4,1,Balances with banks security investments and loans,521478,2019-01-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2019-01-01
LIABILITY,4,1,General government,23375398146,2019-01-01
LIABILITY,4,2,Other liabilities,1440564689,2019-01-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2396732889,2019-01-01
ASSET,5,1,Main refinancing operations,876700000,2019-01-01
ASSET,5,2,Longer-term refinancing operations,8605000000,2019-01-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,719496857,2019-01-01
ASSET,5,3,Fine-tuning reverse operations,0,2019-01-01
ASSET,5,4,Structural reverse operations,0,2019-01-01
ASSET,5,5,Marginal lending facility,60000000,2019-01-01
ASSET,5,6,Credits related to margin calls,0,2019-01-01
LIABILITY,7,1,Deposits and other liabilities,2529,2019-01-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2019-01-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,290840637,2019-01-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2019-01-01
ASSET,7,1,Securities held for monetary policy purposes,64668106640,2019-01-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11466676752,2019-01-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2019-01-01
ASSET,8,NA,General government long-term debt denominated in euro,5295537932,2019-01-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2019-01-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),28973344301,2019-01-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2019-01-01
LIABILITY,10,NA,Other liabilities,849989630,2019-01-01
ASSET,9,1,Participating interest in the ECB,531857474,2019-01-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435,2019-01-01
LIABILITY,11,NA,Provisions,7805922386,2019-01-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,68900715,2019-01-01
LIABILITY,12,NA,Revaluation accounts,3671010783,2019-01-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2019-01-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2019-01-01
LIABILITY,13,1,Capital,111243362,2019-01-01
LIABILITY,13,2,Ordinary reserve,111243362,2019-01-01
ASSET,10,1,Tangible and intangible fixed assets,560576578,2019-01-01
LIABILITY,13,3,Extraordinary reserve,84500000,2019-01-01
ASSET,10,2,Other financial assets,101625160,2019-01-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2019-01-01
ASSET,10,3,Sundry,1445405240,2019-01-01
LIABILITY,13,5,Other special reserves,1305001,2019-01-01
ASSET,1,NA,Gold and gold receivables,5394001339,2019-02-01
LIABILITY,1,NA,Banknotes in circulation,27666185900,2019-02-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),707174465,2019-02-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2400863118,2019-02-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1553863831,2019-02-01
LIABILITY,2,2,Deposit facility,2425000000,2019-02-01
LIABILITY,2,3,Fixed-term deposits,0,2019-02-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,366224501,2019-02-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2019-02-01
LIABILITY,2,5,Deposits related to margin calls,0,2019-02-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2019-02-01
ASSET,4,1,Balances with banks security investments and loans,521187,2019-02-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2019-02-01
LIABILITY,4,1,General government,26467742078,2019-02-01
LIABILITY,4,2,Other liabilities,1467922295,2019-02-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2407877524,2019-02-01
ASSET,5,1,Main refinancing operations,808300000,2019-02-01
ASSET,5,2,Longer-term refinancing operations,8105000000,2019-02-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,724404990,2019-02-01
ASSET,5,3,Fine-tuning reverse operations,0,2019-02-01
ASSET,5,4,Structural reverse operations,0,2019-02-01
ASSET,5,5,Marginal lending facility,0,2019-02-01
ASSET,5,6,Credits related to margin calls,0,2019-02-01
LIABILITY,7,1,Deposits and other liabilities,2529,2019-02-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2019-02-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,93717247,2019-02-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2019-02-01
ASSET,7,1,Securities held for monetary policy purposes,64919362596,2019-02-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11170981399,2019-02-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2019-02-01
ASSET,8,NA,General government long-term debt denominated in euro,5295537932,2019-02-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2019-02-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),26058472253,2019-02-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2019-02-01
LIABILITY,10,NA,Other liabilities,1000663439,2019-02-01
ASSET,9,1,Participating interest in the ECB,472980896,2019-02-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435,2019-02-01
LIABILITY,11,NA,Provisions,7805654241,2019-02-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,684154415,2019-02-01
LIABILITY,12,NA,Revaluation accounts,3671010783,2019-02-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2019-02-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2019-02-01
LIABILITY,13,1,Capital,111243362,2019-02-01
LIABILITY,13,2,Ordinary reserve,111243362,2019-02-01
ASSET,10,1,Tangible and intangible fixed assets,559992363,2019-02-01
LIABILITY,13,3,Extraordinary reserve,84500000,2019-02-01
ASSET,10,2,Other financial assets,102096377,2019-02-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2019-02-01
ASSET,10,3,Sundry,1453536681,2019-02-01
LIABILITY,13,5,Other special reserves,1305001,2019-02-01
ASSET,1,NA,Gold and gold receivables,5567147142,2019-03-01
LIABILITY,1,NA,Banknotes in circulation,27787496550,2019-03-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),719027623,2019-03-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),3111941128,2019-03-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1590533504,2019-03-01
LIABILITY,2,2,Deposit facility,1425000000,2019-03-01
LIABILITY,2,3,Fixed-term deposits,0,2019-03-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,352627155,2019-03-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2019-03-01
LIABILITY,2,5,Deposits related to margin calls,7050000,2019-03-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2019-03-01
ASSET,4,1,Balances with banks security investments and loans,23293,2019-03-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2019-03-01
LIABILITY,4,1,General government,28249083426,2019-03-01
LIABILITY,4,2,Other liabilities,1445074770,2019-03-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2434678520,2019-03-01
ASSET,5,1,Main refinancing operations,758300000,2019-03-01
ASSET,5,2,Longer-term refinancing operations,7605000000,2019-03-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,736531197,2019-03-01
ASSET,5,3,Fine-tuning reverse operations,0,2019-03-01
ASSET,5,4,Structural reverse operations,0,2019-03-01
ASSET,5,5,Marginal lending facility,0,2019-03-01
ASSET,5,6,Credits related to margin calls,0,2019-03-01
LIABILITY,7,1,Deposits and other liabilities,2578,2019-03-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2019-03-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,18922738,2019-03-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2019-03-01
ASSET,7,1,Securities held for monetary policy purposes,64617677835,2019-03-01
ASSET,7,2,Other securities of euro area residents denominated in euro,11086198355,2019-03-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2019-03-01
ASSET,8,NA,General government long-term debt denominated in euro,5335268853,2019-03-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0,2019-03-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),23742420303,2019-03-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2019-03-01
LIABILITY,10,NA,Other liabilities,1006993102,2019-03-01
ASSET,9,1,Participating interest in the ECB,472980896,2019-03-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435,2019-03-01
LIABILITY,11,NA,Provisions,7805967933,2019-03-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,976875300,2019-03-01
LIABILITY,12,NA,Revaluation accounts,3886494775,2019-03-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2019-03-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2019-03-01
LIABILITY,13,1,Capital,111243362,2019-03-01
LIABILITY,13,2,Ordinary reserve,111243362,2019-03-01
ASSET,10,1,Tangible and intangible fixed assets,559307008,2019-03-01
LIABILITY,13,3,Extraordinary reserve,84500000,2019-03-01
ASSET,10,2,Other financial assets,102405319,2019-03-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,285443789,2019-03-01
ASSET,10,3,Sundry,1468085337,2019-03-01
LIABILITY,13,5,Other special reserves,1305001,2019-03-01
ASSET,1,NA,Gold and gold receivables,5568761843,2019-04-01
LIABILITY,1,NA,Banknotes in circulation,28086808700,2019-04-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),719027623,2019-04-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),2408056264,2019-04-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1571050235,2019-04-01
LIABILITY,2,2,Deposit facility,150000000,2019-04-01
LIABILITY,2,3,Fixed-term deposits,0,2019-04-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,371559069,2019-04-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2019-04-01
LIABILITY,2,5,Deposits related to margin calls,85000000,2019-04-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2019-04-01
ASSET,4,1,Balances with banks security investments and loans,23005,2019-04-01
